Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-6124.509	-6329.525	205.0159	1.111272	0.805433	0.194567	3.893779
6	-6134.647	-6338.754	204.1072	0.9675362	0.753303	0.246697	4.491354
12	-6138.998	-6344.162	205.164	1.143245	0.694874	0.305126	3.790255
18	-6126.3	-6331.871	205.5712	1.224673	0.777553	0.222447	3.507131
24	-6133.122	-6338.821	205.6984	1.229375	0.777553	0.222447	3.430042
30	-6135.664	-6340.423	204.7591	1.145606	0.777553	0.222447	4.021078
36	-6121.777	-6326.622	204.8447	1.089675	0.72129	0.27871	4.004158
42	-6131.256	-6336.603	205.3474	1.180938	0.739629	0.260371	3.662597
48	-6130.86	-6336.479	205.619	1.185035	0.758078	0.241922	3.502343
54	-6130.724	-6336.259	205.5352	1.218069	0.758078	0.241922	3.531956
60	-6133.032	-6338.086	205.0541	1.190387	0.727839	0.272161	3.826379
66	-6136.409	-6340.882	204.4734	1.025048	0.728741	0.271259	4.252144
72	-6125.542	-6331.029	205.4871	1.182532	0.722054	0.277946	3.580622
78	-6129.805	-6335.002	205.1966	1.180036	0.755127	0.244873	3.750248
84	-6127.413	-6332.762	205.3489	1.180036	0.712097	0.287903	3.662215
90	-6130.321	-6334.134	203.813	0.99018	0.705713	0.294287	4.643876
96	-6135.747	-6339.313	203.5665	1.043395	0.705713	0.294287	4.752002
102	-6130.75	-6335.92	205.1691	1.193157	0.769084	0.230916	3.75854
108	-6133.682	-6338.72	205.0383	1.164271	0.769084	0.230916	3.850484
114	-6126.848	-6330.935	204.0866	1.096298	0.74641	0.25359	4.430493
120	-6137.96	-6343.634	205.6741	1.258824	0.757023	0.242977	3.427038
126	-6133.323	-6337.79	204.4672	1.103322	0.785055	0.214945	4.211309
132	-6142.753	-6346.873	204.1206	1.204402	0.715352	0.284648	4.350273
138	-6129.909	-6334.708	204.7991	1.183132	0.715352	0.284648	3.976765
144	-6137.785	-6344.203	206.4179	1.379198	0.804334	0.195666	2.913834
150	-6148.863	-6355.19	206.3269	1.337125	0.681842	0.318158	2.993973
156	-6141.199	-6347.108	205.9091	1.218098	0.757683	0.242317	3.312996
162	-6150.223	-6355.485	205.2621	1.225251	0.757683	0.242317	3.686279
168	-6132.059	-6336.695	204.6356	1.099682	0.757683	0.242317	4.117663
174	-6131.521	-6336.177	204.656	1.079264	0.746662	0.253338	4.117663
180	-6128.556	-6332.158	203.6013	0.9911979	0.732167	0.267833	4.761731
186	-6136.488	-6339.941	203.4528	0.9542376	0.765303	0.234697	4.865183
192	-6131.623	-6334.549	202.926	0.9641208	0.686653	0.313347	5.152331
198	-6135.061	-6338.672	203.6111	0.9385995	0.7767	0.2233	4.785598
204	-6134.509	-6338.74	204.2309	1.07545	0.741881	0.258119	4.360798
210	-6138.594	-6342.676	204.0817	1.018418	0.741881	0.258119	4.47712
216	-6125.15	-6330.218	205.0683	1.114591	0.741881	0.258119	3.861784
222	-6132.87	-6337.958	205.088	1.13338	0.713599	0.286401	3.839695
228	-6128.275	-6332.464	204.1889	1.077316	0.742065	0.257935	4.383489
234	-6137.049	-6341.688	204.6397	1.167837	0.730381	0.269619	4.076493
240	-6140.923	-6345.604	204.681	1.1266	0.738573	0.261427	4.076493
246	-6127.867	-6332.957	205.0898	1.184822	0.727782	0.272218	3.809072
252	-6129.192	-6334.305	205.1128	1.161735	0.802404	0.197596	3.809072
258	-6132.78	-6338.189	205.4093	1.166337	0.73375	0.26625	3.635202
264	-6130.05	-6334.222	204.1715	1.117784	0.722367	0.277633	4.370467
270	-6129.768	-6335.165	205.3977	1.15615	0.727484	0.272516	3.647795
276	-6126.856	-6331.265	204.4092	1.050339	0.737414	0.262586	4.274223
282	-6135.672	-6339.573	203.9013	0.9820968	0.730747	0.269253	4.598882
288	-6126.695	-6329.544	202.8487	0.9248674	0.776957	0.223043	5.216846
294	-6134.407	-6339.074	204.6675	1.047656	0.726267	0.273733	4.129136
300	-6153.886	-6358.259	204.3733	1.177063	0.703173	0.296827	4.222706
306	-6135.722	-6339.291	203.5689	1.009711	0.737622	0.262378	4.769504
312	-6130.021	-6333.867	203.8466	1.00555	0.742474	0.257526	4.616378
318	-6133.464	-6337.114	203.6501	1.043587	0.719102	0.280898	4.705147
324	-6130.043	-6333.686	203.6434	1.012935	0.774502	0.225498	4.726067
330	-6134.426	-6338.095	203.6682	0.9695332	0.787309	0.212691	4.736455
336	-6130.357	-6332.659	202.3021	0.9695332	0.772585	0.227415	5.493627
342	-6132.731	-6336.094	203.3639	1.032008	0.667133	0.332867	4.871403
348	-6146.722	-6350.617	203.8954	1.032008	0.667133	0.332867	4.574165
354	-6138.209	-6342.964	204.7551	1.082459	0.732414	0.267586	4.059432
